bmi_exomewide_16,bmi_exomewide_negative,bmi_exomewide_positive,epi25_dee_damaging_missense_bonferroni,epi25_dee_damaging_missense_fdr05,epi25_dee_ptv_bonferroni,epi25_dee_ptv_fdr05,epi25_epi_damaging_missense_bonferroni,epi25_epi_damaging_missense_fdr05,epi25_epi_ptv_bonferroni,epi25_epi_ptv_fdr05,epi25_gge_damaging_missense_bonferroni,epi25_gge_damaging_missense_fdr05,epi25_gge_ptv_fdr05,epi25_nafe_ptv_bonferroni,epi25_nafe_ptv_fdr05,height_207_gene_p,height_singleton_plof,height_singleton_plof_negative,height_singleton_plof_positive,legacy_ddg2p_all,legacy_ddg2p_confident,legacy_fu_asd185,legacy_fu_asd72,legacy_fu_dd309,legacy_fu_dd477,legacy_fu_ndd373,legacy_fu_ndd664,legacy_satterstrom102,legacy_schema_fdr05,legacy_schema_sig,legacy_sfari_all,legacy_sfari_hc,legacy_sfari_score1,legacy_sfari_score12,panelapp_epilepsy_all,panelapp_epilepsy_green,panelapp_intellectual_disability_all,panelapp_intellectual_disability_green,schema_2022_exomewide_10,schema_phase2_2026-04-23_bonferroni,schema_phase2_2026-04-23_fdr05,schema_phase2_2026-05-07_bonferroni,schema_phase2_2026-05-07_fdr05,schema_phase2_2026-05-26_bonferroni,schema_phase2_2026-05-26_fdr05,schema_phase2_2026-07-15_bonferroni,schema_phase2_2026-07-15_fdr05,schema_phase2_2026-08-07_bonferroni,schema_phase2_2026-08-07_fdr05,schema_phase2_2026-08-21_bonferroni,schema_phase2_2026-08-21_fdr05,sfari_all_scored,sfari_score_1,sfari_score_2,sfari_score_3,sfari_syndromic
,,,,,,,,,,,,,,,,,,,,KIF22,PLCB4,,,,,,,,,,TRIM23,,,,,,HNF1B,SCAPER,,,,,,,,,,,,,,WDFY4,,,,
,,,,,,,,,,,,,,,,,,,,KIF2A,PLCE1,,,,,,,,,,TRIM32,,,,,,HNF4A,SCN1A,,,,,,,,,,,,,,WDR37,,,,
,,,,,,,,,,,,,,,,,,,,KIF3B,PLD1,,,,,,,,,,TRIM33,,,,,,HNMT,SCN2A,,,,,,,,,,,,,,WNK3,,,,
,,,,,,,,,,,,,,,,,,,,KIF4A,PLEC,,,,,,,,,,TRIM8,,,,,,HNRNPC,SCN3A,,,,,,,,,,,,,,WNT1,,,,
,,,,,,,,,,,,,,,,,,,,KIF5A,PLOD2,,,,,,,,,,TRIO,,,,,,HNRNPD,SCN8A,,,,,,,,,,,,,,WWOX,,,,
,,,,,,,,,,,,,,,,,,,,KIF5B,PLP1,,,,,,,,,,TRIP12,,,,,,HNRNPH1,SCO2,,,,,,,,,,,,,,WWP1,,,,
,,,,,,,,,,,,,,,,,,,,KIF5C,PLPBP,,,,,,,,,,TRPC4,,,,,,HNRNPH2,SCYL1,,,,,,,,,,,,,,XPO1,,,,
,,,,,,,,,,,,,,,,,,,,KIF7,PLS3,,,,,,,,,,TRPC5,,,,,,HNRNPK,SDCCAG8,,,,,,,,,,,,,,XRCC6,,,,
,,,,,,,,,,,,,,,,,,,,KIFBP,PLXND1,,,,,,,,,,TRPC6,,,,,,HNRNPR,SDHA,,,,,,,,,,,,,,YEATS2,,,,
,,,,,,,,,,,,,,,,,,,,KIRREL3,PMM2,,,,,,,,,,TRPM1,,,,,,HNRNPU,SDHAF1,,,,,,,,,,,,,,YTHDC2,,,,
,,,,,,,,,,,,,,,,,,,,KIT,PMPCB,,,,,,,,,,TRPM3,,,,,,HOXA1,SEL1L,,,,,,,,,,,,,,YWHAE,,,,
,,,,,,,,,,,,,,,,,,,,KITLG,PMS2,,,,,,,,,,TRPM6,,,,,,HOXA13,SEMA6B,,,,,,,,,,,,,,YWHAG,,,,
,,,,,,,,,,,,,,,,,,,,KLF1,PNKP,,,,,,,,,,TRPM7,,,,,,HOXC13,SEPHS1,,,,,,,,,,,,,,YWHAZ,,,,
,,,,,,,,,,,,,,,,,,,,KLF7,PNPLA1,,,,,,,,,,TRRAP,,,,,,HOXD10,SEPSECS,,,,,,,,,,,,,,YY1,,,,
,,,,,,,,,,,,,,,,,,,,KLF8,PNPLA2,,,,,,,,,,TSC1,,,,,,HOXD13,SERAC1,,,,,,,,,,,,,,ZBTB16,,,,
,,,,,,,,,,,,,,,,,,,,KLHL15,PNPLA6,,,,,,,,,,TSC2,,,,,,HPD,SET,,,,,,,,,,,,,,ZBTB20,,,,
,,,,,,,,,,,,,,,,,,,,KLHL20,PNPLA8,,,,,,,,,,TSHZ1,,,,,,HPDL,SETBP1,,,,,,,,,,,,,,ZBTB21,,,,
,,,,,,,,,,,,,,,,,,,,KLHL40,PNPO,,,,,,,,,,TSHZ3,,,,,,HPGD,SETD1A,,,,,,,,,,,,,,ZBTB47,,,,
,,,,,,,,,,,,,,,,,,,,KLHL7,PNPT1,,,,,,,,,,TSPAN17,,,,,,HPRT1,SETD1B,,,,,,,,,,,,,,ZC3H11A,,,,
,,,,,,,,,,,,,,,,,,,,KMT2A,POC1B,,,,,,,,,,TSPAN4,,,,,,HPS1,SETD2,,,,,,,,,,,,,,ZC3H4,,,,
,,,,,,,,,,,,,,,,,,,,KMT2B,POGZ,,,,,,,,,,TSPAN7,,,,,,HPSE2,SETD5,,,,,,,,,,,,,,ZEB2,,,,
,,,,,,,,,,,,,,,,,,,,KMT2C,POLA1,,,,,,,,,,TSPOAP1,,,,,,HR,SF1,,,,,,,,,,,,,,ZFHX3,,,,
,,,,,,,,,,,,,,,,,,,,KMT2D,POLE,,,,,,,,,,TSPYL2,,,,,,HRAS,SFXN4,,,,,,,,,,,,,,ZFHX4,,,,
,,,,,,,,,,,,,,,,,,,,KMT2E,POLR1C,,,,,,,,,,TTI2,,,,,,HS2ST1,SGPL1,,,,,,,,,,,,,,ZFX,,,,
,,,,,,,,,,,,,,,,,,,,KMT5B,POLR1D,,,,,,,,,,TTN,,,,,,HS6ST2,SGSH,,,,,,,,,,,,,,ZFYVE26,,,,
,,,,,,,,,,,,,,,,,,,,KNL1,POLR2A,,,,,,,,,,TUBGCP5,,,,,,HSD17B10,SHANK1,,,,,,,,,,,,,,ZFYVE9,,,,
,,,,,,,,,,,,,,,,,,,,KPNA7,POLR3A,,,,,,,,,,U2AF2,,,,,,HSD17B4,SHANK2,,,,,,,,,,,,,,ZMIZ1,,,,
,,,,,,,,,,,,,,,,,,,,KPTN,POMGNT1,,,,,,,,,,UBAP2L,,,,,,HSD3B7,SHANK3,,,,,,,,,,,,,,ZMYM2,,,,
,,,,,,,,,,,,,,,,,,,,KRAS,POMGNT2,,,,,,,,,,UBE2H,,,,,,HSF4,SHH,,,,,,,,,,,,,,ZMYND11,,,,
,,,,,,,,,,,,,,,,,,,,KRIT1,POMK,,,,,,,,,,UBE3A,,,,,,HSPD1,SHMT2,,,,,,,,,,,,,,ZMYND8,,,,
,,,,,,,,,,,,,,,,,,,,KRT74,POMT1,,,,,,,,,,UBE3C,,,,,,HSPG2,SHOC2,,,,,,,,,,,,,,ZNF18,,,,
,,,,,,,,,,,,,,,,,,,,L1CAM,POMT2,,,,,,,,,,UBN2,,,,,,HTRA2,SHQ1,,,,,,,,,,,,,,ZNF292,,,,
,,,,,,,,,,,,,,,,,,,,L2HGDH,PORCN,,,,,,,,,,UBR1,,,,,,HTT,SIAH1,,,,,,,,,,,,,,ZNF385B,,,,
,,,,,,,,,,,,,,,,,,,,LAGE3,POU1F1,,,,,,,,,,UBR3,,,,,,HUWE1,SIK1,,,,,,,,,,,,,,ZNF462,,,,
,,,,,,,,,,,,,,,,,,,,LAMA1,POU3F3,,,,,,,,,,UBR5,,,,,,HYAL1,SIL1,,,,,,,,,,,,,,ZNF517,,,,
,,,,,,,,,,,,,,,,,,,,LAMA2,PPA2,,,,,,,,,,UGGT1,,,,,,HYDIN,SIN3A,,,,,,,,,,,,,,ZNF532,,,,
,,,,,,,,,,,,,,,,,,,,LAMB1,PPFIBP1,,,,,,,,,,UIMC1,,,,,,HYLS1,SIN3B,,,,,,,,,,,,,,ZNF536,,,,
,,,,,,,,,,,,,,,,,,,,LAMC3,PPIL1,,,,,,,,,,UNC13A,,,,,,IARS,SIX3,,,,,,,,,,,,,,ZNF548,,,,
,,,,,,,,,,,,,,,,,,,,LAMP2,PPM1D,,,,,,,,,,UNC5D,,,,,,IARS2,SKI,,,,,,,,,,,,,,ZNF559,,,,
,,,,,,,,,,,,,,,,,,,,LARGE1,PPP1R12A,,,,,,,,,,UNC79,,,,,,IBA57,SLC12A2,,,,,,,,,,,,,,ZNF626,,,,
,,,,,,,,,,,,,,,,,,,,LARP7,PPP1R13L,,,,,,,,,,UNC80,,,,,,IDH2,SLC12A5,,,,,,,,,,,,,,ZNF644,,,,
,,,,,,,,,,,,,,,,,,,,LARS2,PPP1R21,,,,,,,,,,UPF2,,,,,,IDS,SLC12A6,,,,,,,,,,,,,,ZNF711,,,,
,,,,,,,,,,,,,,,,,,,,LAS1L,PPP2CA,,,,,,,,,,UPF3B,,,,,,IDUA,SLC13A5,,,,,,,,,,,,,,ZNF713,,,,
,,,,,,,,,,,,,,,,,,,,LBR,PPP2R1A,,,,,,,,,,USH2A,,,,,,IER3IP1,SLC16A2,,,,,,,,,,,,,,ZNF774,,,,
,,,,,,,,,,,,,,,,,,,,LDB3,PPP2R5D,,,,,,,,,,USP15,,,,,,IFIH1,SLC17A5,,,,,,,,,,,,,,ZNF804A,,,,
,,,,,,,,,,,,,,,,,,,,LEF1,PPP3CA,,,,,,,,,,USP24,,,,,,IFITM5,SLC19A3,,,,,,,,,,,,,,ZNF827,,,,
,,,,,,,,,,,,,,,,,,,,LEFTY2,PPT1,,,,,,,,,,USP27X,,,,,,IFNAR2,SLC1A1,,,,,,,,,,,,,,ZNF865,,,,
,,,,,,,,,,,,,,,,,,,,LEMD2,PQBP1,,,,,,,,,,USP30,,,,,,IFT122,SLC1A2,,,,,,,,,,,,,,ZWILCH,,,,
,,,,,,,,,,,,,,,,,,,,LEMD3,PRDM12,,,,,,,,,,USP45,,,,,,IFT140,SLC1A4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LETM1,PREPL,,,,,,,,,,USP7,,,,,,IFT172,SLC25A1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LFNG,PRIM1,,,,,,,,,,USP9X,,,,,,IFT27,SLC25A12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LGI4,PRKACA,,,,,,,,,,USP9Y,,,,,,IFT43,SLC25A15,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LHX2,PRKACB,,,,,,,,,,VAMP2,,,,,,IFT80,SLC25A22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LHX3,PRKAR1A,,,,,,,,,,VASH1,,,,,,IGBP1,SLC2A1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LHX4,PRKD1,,,,,,,,,,VCP,,,,,,IGF1,SLC30A9,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LIAS,PRKG2,,,,,,,,,,VDR,,,,,,IGF1R,SLC32A1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LIFR,PRMT7,,,,,,,,,,VEZF1,,,,,,IGF2,SLC33A1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LIG4,PROP1,,,,,,,,,,VIL1,,,,,,IGHMBP2,SLC35A1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LINGO1,PRPS1,,,,,,,,,,VPS13B,,,,,,IGSF1,SLC35A2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LINS1,PRR12,,,,,,,,,,VPS54,,,,,,IHH,SLC35C1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LIPN,PRRT2,,,,,,,,,,VSIG4,,,,,,IKBKG,SLC38A3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LIPT1,PRSS12,,,,,,,,,,VWA7,,,,,,IL11RA,SLC39A14,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LIPT2,PRSS56,,,,,,,,,,WAC,,,,,,IL1RAPL1,SLC39A8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LMBRD1,PRUNE1,,,,,,,,,,WASF1,,,,,,IL1RAPL2,SLC46A1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LMBRD2,PSAP,,,,,,,,,,WDFY3,,,,,,IL3RA,SLC4A10,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LMNA,PSAT1,,,,,,,,,,WDFY4,,,,,,ILF2,SLC4A4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LMNB1,PSMB8,,,,,,,,,,WDR26,,,,,,IMPAD1,SLC5A6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LMNB2,PSPH,,,,,,,,,,WDR37,,,,,,IMPDH2,SLC5A7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LMOD2,PTCH1,,,,,,,,,,WDR5,,,,,,INF2,SLC6A1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LMOD3,PTCHD1,,,,,,,,,,WNK3,,,,,,INPP4A,SLC6A17,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LMX1B,PTDSS1,,,,,,,,,,WNT1,,,,,,INPP5E,SLC6A19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LNPK,PTEN,,,,,,,,,,WWOX,,,,,,INPP5K,SLC6A3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LONP1,PTF1A,,,,,,,,,,WWP1,,,,,,INPPL1,SLC6A8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LRAT,PTH,,,,,,,,,,XPC,,,,,,INSR,SLC6A9,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LRBA,PTH1R,,,,,,,,,,XPO1,,,,,,INTS1,SLC9A6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LRIG2,PTHLH,,,,,,,,,,XRCC6,,,,,,INTS11,SLX4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LRIT3,PTPN11,,,,,,,,,,YEATS2,,,,,,INTS6,SMAD4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LRP2,PTPN14,,,,,,,,,,YTHDC2,,,,,,INTS6L,SMARCA1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LRP4,PTS,,,,,,,,,,YWHAE,,,,,,INTS8,SMARCA2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LRP5,PUF60,,,,,,,,,,YWHAG,,,,,,IPO8,SMARCA4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LRP6,PURA,,,,,,,,,,YWHAZ,,,,,,IQSEC1,SMARCA5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LRPAP1,PUS3,,,,,,,,,,YY1,,,,,,IQSEC2,SMARCB1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LRPPRC,PXDN,,,,,,,,,,ZBTB16,,,,,,IQSEC3,SMARCC2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LRRC56,PYCR1,,,,,,,,,,ZBTB18,,,,,,IRAK1,SMARCD1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LSM11,PYGL,,,,,,,,,,ZBTB20,,,,,,IREB2,SMARCE1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LTBP1,PYROXD1,,,,,,,,,,ZBTB21,,,,,,IRF2BPL,SMC1A,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LTBP2,QRICH1,,,,,,,,,,ZBTB47,,,,,,IRF6,SMC3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LTBP3,RAB11A,,,,,,,,,,ZBTB7A,,,,,,IRX5,SMG8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LYSET,RAB11B,,,,,,,,,,ZC3H11A,,,,,,ISCA2,SMOC1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LYST,RAB18,,,,,,,,,,ZC3H4,,,,,,ISPD,SMPD1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,LZTR1,RAB23,,,,,,,,,,ZEB2,,,,,,ITCH,SMPD4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAB21L1,RAB39B,,,,,,,,,,ZFHX3,,,,,,ITFG2,SMS,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAB21L2,RAB3GAP1,,,,,,,,,,ZFHX4,,,,,,ITGA3,SNAP25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MACF1,RAB3GAP2,,,,,,,,,,ZFX,,,,,,ITGA4,SNAP29,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MADD,RAC1,,,,,,,,,,ZFYVE26,,,,,,ITGA7,SNF8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAF,RAC3,,,,,,,,,,ZFYVE9,,,,,,ITGAV,SNIP1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAFB,RAD21,,,,,,,,,,ZMIZ1,,,,,,ITGB6,SNORD118,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAGEL2,RAD51C,,,,,,,,,,ZMYM2,,,,,,ITIH6,SNRPB,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAGI2,RAF1,,,,,,,,,,ZMYM3,,,,,,ITPA,SNX14,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAGT1,RAI1,,,,,,,,,,ZMYND11,,,,,,ITPR1,SNX27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAMLD1,RALA,,,,,,,,,,ZMYND8,,,,,,ITSN1,SOD1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAN1B1,RALGAPA1,,,,,,,,,,ZNF18,,,,,,IVD,SON,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAN2A2,RAPSN,,,,,,,,,,ZNF292,,,,,,JAG1,SOS1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAN2B1,RARB,,,,,,,,,,ZNF385B,,,,,,JAGN1,SOS2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAN2C1,RARS1,,,,,,,,,,ZNF462,,,,,,JAK3,SOX10,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MANBA,RARS2,,,,,,,,,,ZNF517,,,,,,JAKMIP1,SOX11,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAOA,RAX,,,,,,,,,,ZNF532,,,,,,JAM3,SOX2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAP2K1,RBBP8,,,,,,,,,,ZNF536,,,,,,JARID2,SOX4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAP2K2,RBCK1,,,,,,,,,,ZNF548,,,,,,JKAMP,SOX5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAP3K1,RBM10,,,,,,,,,,ZNF559,,,,,,JMJD1C,SOX6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAP3K20,RBM8A,,,,,,,,,,ZNF626,,,,,,JPH3,SPART,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAP3K7,RBPJ,,,,,,,,,,ZNF644,,,,,,KANK1,SPAST,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAP4K4,RECQL4,,,,,,,,,,ZNF711,,,,,,KANSL1,SPATA5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAPK1,RELN,,,,,,,,,,ZNF713,,,,,,KARS,SPATA5L1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAPK10,RERE,,,,,,,,,,ZNF774,,,,,,KAT5,SPECC1L,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAPK8IP3,RET,,,,,,,,,,ZNF804A,,,,,,KAT6A,SPEN,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAPKAPK5,RFT1,,,,,,,,,,ZNF827,,,,,,KAT6B,SPG11,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAPRE2,RFX3,,,,,,,,,,ZNF865,,,,,,KAT8,SPOP,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MARK4,RFX6,,,,,,,,,,ZSWIM6,,,,,,KATNAL2,SPOUT1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MASP1,RHOBTB2,,,,,,,,,,ZWILCH,,,,,,KATNB1,SPR,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAST1,RIMS2,,,,,,,,,,,,,,,,KBTBD13,SPRED1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAST3,RINT1,,,,,,,,,,,,,,,,KCNA1,SPRED2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAT1A,RIT1,,,,,,,,,,,,,,,,KCNA2,SPTAN1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MATN3,RLIM,,,,,,,,,,,,,,,,KCNA3,SPTBN1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MAU2,RMND1,,,,,,,,,,,,,,,,KCNB1,SPTBN2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MBD5,RMRP,,,,,,,,,,,,,,,,KCNB2,SPTBN4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MBOAT7,RNASEH2A,,,,,,,,,,,,,,,,KCNC1,SRCAP,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MC2R,RNASEH2B,,,,,,,,,,,,,,,,KCNC3,SRD5A3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MCCC1,RNASEH2C,,,,,,,,,,,,,,,,KCND1,SRPK3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MCCC2,RNPC3,,,,,,,,,,,,,,,,KCND2,SRRM2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MCEE,RNU2-2,,,,,,,,,,,,,,,,KCND3,SRSF1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MCOLN1,RNU4-2,,,,,,,,,,,,,,,,KCNE1,SSR4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MCPH1,RNU4ATAC,,,,,,,,,,,,,,,,KCNH1,ST3GAL3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MDH2,ROBO3,,,,,,,,,,,,,,,,KCNH5,ST3GAL5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MECOM,ROBO4,,,,,,,,,,,,,,,,KCNJ10,STAG1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MECP2,ROGDI,,,,,,,,,,,,,,,,KCNJ11,STAG2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MECR,ROR2,,,,,,,,,,,,,,,,KCNJ2,STAMBP,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MED11,RORA,,,,,,,,,,,,,,,,KCNJ6,STIL,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MED12,RORB,,,,,,,,,,,,,,,,KCNK12,STRA6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MED13,RPE65,,,,,,,,,,,,,,,,KCNK3,STRADA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MED13L,RPGRIP1,,,,,,,,,,,,,,,,KCNK4,STT3A,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MED17,RPGRIP1L,,,,,,,,,,,,,,,,KCNK9,STX1A,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MED23,RPL10,,,,,,,,,,,,,,,,KCNMA1,STX1B,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MED25,RPL11,,,,,,,,,,,,,,,,KCNN2,STXBP1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MED27,RPS19,,,,,,,,,,,,,,,,KCNN3,SUCLG1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MEF2C,RPS26,,,,,,,,,,,,,,,,KCNQ1,SUFU,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MEGF10,RPS6KA3,,,,,,,,,,,,,,,,KCNQ2,SUMF1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MEGF8,RRAS,,,,,,,,,,,,,,,,KCNQ3,SUOX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MEIS2,RRAS2,,,,,,,,,,,,,,,,KCNQ5,SUPT16H,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MEOX1,RRM2B,,,,,,,,,,,,,,,,KCNT1,SUPV3L1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MESD,RSPH1,,,,,,,,,,,,,,,,KCNT2,SURF1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MESP2,RSPH3,,,,,,,,,,,,,,,,KCTD1,SUZ12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,METTL23,RSPO2,,,,,,,,,,,,,,,,KCTD3,SVBP,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,METTL5,RSPO4,,,,,,,,,,,,,,,,KCTD7,SYN1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MFF,RSPRY1,,,,,,,,,,,,,,,,KDM1A,SYNCRIP,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MFN2,RSRC1,,,,,,,,,,,,,,,,KDM2A,SYNGAP1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MFRP,RTEL1,,,,,,,,,,,,,,,,KDM2B,SYNJ1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MFSD2A,RTTN,,,,,,,,,,,,,,,,KDM3B,SYP,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MFSD8,RUNX2,,,,,,,,,,,,,,,,KDM4B,SYT1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MGAT2,RXYLT1,,,,,,,,,,,,,,,,KDM5A,SZT2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MGP,RYR1,,,,,,,,,,,,,,,,KDM5B,TAF1,,,,,,,,,,,,,,,,,,
